product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
a2e2851eae0aebb8ee4df32348b42e2b,informatica_acessorios,59.0,504.0,3.0,367.0,16.0,4.0,11.0
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,57.0,276.0,4.0,250.0,16.0,2.0,11.0
b2b3503e675abbc07e278151da072ed2,moveis_decoracao,46.0,287.0,1.0,8500.0,75.0,25.0,55.0
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,53.0,425.0,1.0,150.0,16.0,6.0,11.0
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,58.0,918.0,6.0,1050.0,16.0,20.0,16.0
b6f3b8136ba8302906df7e11ff908751,pet_shop,36.0,617.0,1.0,1350.0,23.0,7.0,30.0
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,41.0,270.0,1.0,600.0,36.0,6.0,19.0
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,58.0,381.0,2.0,1550.0,43.0,8.0,33.0
712a72a78ffb66cb6eee87eebbf54519,esporte_lazer,52.0,1049.0,3.0,400.0,45.0,22.0,43.0
c5fb7fbe39f4e09e048ffbc5b28db49a,sinalizacao_e_seguranca,51.0,1212.0,1.0,450.0,16.0,5.0,16.0
c190c4fe582c5b7ffff586506de83f01,moveis_decoracao,34.0,160.0,1.0,250.0,26.0,14.0,14.0
f908df99196805b5bc4ada9ef510b11b,esporte_lazer,57.0,245.0,2.0,1950.0,60.0,15.0,15.0
ad67f74682943e3857eebf3ca2538d1a,cama_mesa_banho,53.0,261.0,2.0,1800.0,41.0,9.0,34.0
65a6462e42e05ab3b8dc613566736825,malas_acessorios,49.0,540.0,4.0,1100.0,39.0,12.0,28.0
f2396540fbfac27b5117f0dbd6744b50,cama_mesa_banho,53.0,222.0,1.0,3600.0,40.0,20.0,40.0
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,59.0,797.0,2.0,1400.0,25.0,20.0,20.0
87fb220044e9aca16fbec51c6c997aa0,relogios_presentes,60.0,438.0,2.0,250.0,20.0,12.0,20.0
484bf1dff778a416389aafd0dee1cb11,brinquedos,55.0,852.0,1.0,350.0,21.0,9.0,16.0
56139431d72cd51f19eb9f7dae4d1617,,,,,200.0,20.0,20.0,20.0
003938452c98ff9ab28e9e7b4bfe97ab,moveis_sala,52.0,420.0,2.0,5050.0,50.0,8.0,50.0
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,52.0,700.0,2.0,350.0,16.0,10.0,16.0
43b6d9e46e1e6b8ac743a1c31e462937,ferramentas_jardim,31.0,680.0,1.0,7700.0,39.0,28.0,25.0
3014e35fd70fce29095ced5cdc89f4ce,telefonia,51.0,244.0,1.0,125.0,17.0,10.0,14.0
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38.0,390.0,1.0,850.0,18.0,21.0,15.0
e96bac5656eaec25f3d76757fa16d9d3,casa_construcao,55.0,918.0,6.0,1050.0,16.0,20.0,16.0
c7147724cd430269c6296fc758c0a086,utilidades_domesticas,32.0,42.0,1.0,300.0,16.0,15.0,11.0
df473738565b52f77b4e22b328b41576,construcao_ferramentas_ferramentas,42.0,369.0,1.0,400.0,16.0,2.0,11.0
a388f2043ca885de714453e4fac616e2,telefonia,50.0,744.0,1.0,100.0,16.0,3.0,11.0
a85543a371d5cfafedb80a8177a692b5,utilidades_domesticas,59.0,470.0,2.0,750.0,34.0,14.0,24.0
75b433ca888fe027b18dfac89a284667,eletronicos,37.0,374.0,1.0,1350.0,33.0,12.0,26.0
42fe4aefc7e8a45dd96a59af81dd3fef,automotivo,59.0,162.0,1.0,1300.0,20.0,20.0,20.0
224703229a7c966a5b191651e1561be2,esporte_lazer,52.0,234.0,4.0,8150.0,20.0,20.0,20.0
43724b27731595d954e911f443fb1cc4,construcao_ferramentas_construcao,57.0,272.0,1.0,2200.0,16.0,2.0,11.0
701ff123e9085dcc9c2f833efded6374,cool_stuff,50.0,268.0,5.0,10664.0,61.0,63.0,35.0
47969dd948e918289f809be899ddfb4c,papelaria,48.0,501.0,1.0,258.0,19.0,12.0,19.0
280c05c66173c2b377f3e449e33abc6d,brinquedos,59.0,640.0,1.0,400.0,35.0,7.0,35.0
4a96de21ccfb22ebe1c56992acbbd7fc,climatizacao,58.0,655.0,5.0,1300.0,30.0,10.0,30.0
1b37262ebd1307a6c9aab9aca8584e76,pet_shop,52.0,1290.0,3.0,1300.0,30.0,10.0,18.0
f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,57.0,74.0,1.0,250.0,20.0,2.0,15.0
3fc3d637781e5d185455013606a6e2cd,eletronicos,32.0,1274.0,1.0,250.0,16.0,10.0,30.0
80fc21f90a43fdcfc623f11f5457db10,relogios_presentes,55.0,457.0,2.0,267.0,17.0,11.0,12.0
ec019a7e1feb42072e2a07b6317c7edb,brinquedos,48.0,135.0,1.0,10550.0,65.0,7.0,45.0
7207700449f2433076d70a5b1c004eb4,consoles_games,44.0,421.0,1.0,706.0,32.0,8.0,38.0
9e48435521202c8795e21ac42efcc761,informatica_acessorios,31.0,432.0,1.0,600.0,46.0,3.0,15.0
3fc23ad64a8ee1f1451c8c44932c5d22,construcao_ferramentas_ferramentas,40.0,338.0,1.0,450.0,20.0,2.0,11.0
1ba7948f3aa31cdaf78a4885f3c5385a,brinquedos,29.0,566.0,2.0,1220.0,20.0,33.0,22.0
0e40b1ed4cfd3da1962ec91913e54ba8,eletronicos,52.0,424.0,1.0,175.0,22.0,11.0,15.0
d394d30215872be4cda2c67c1ce5b981,esporte_lazer,37.0,621.0,5.0,250.0,20.0,20.0,20.0
98190f6a2c3253d07ca86525bb238162,eletronicos,25.0,813.0,1.0,1836.0,61.0,6.0,24.0
71c808620fa8dafbe6cd6c638cc67567,esporte_lazer,58.0,568.0,4.0,200.0,26.0,5.0,20.0
a1bf559ac1eab015ba992bd76d9d76c7,informatica_acessorios,32.0,1074.0,2.0,200.0,39.0,2.0,30.0
23ab7bb9eac81e85ec43ed71064cf7ce,cama_mesa_banho,55.0,613.0,1.0,550.0,16.0,10.0,16.0
78119fbfa709d07b86f5ccf15043c6d6,cool_stuff,43.0,447.0,2.0,586.0,18.0,11.0,13.0
9138555a5066b7f16bf15e75c7db067c,construcao_ferramentas_iluminacao,57.0,919.0,6.0,540.0,16.0,27.0,16.0
34607082301052079a3bffcd12c5ecfb,utilidades_domesticas,57.0,623.0,4.0,3150.0,30.0,17.0,30.0
c9fe02894880831f6f28d5ac212d036f,construcao_ferramentas_seguranca,51.0,1006.0,3.0,314.0,20.0,19.0,18.0
3c883b9d3fd2d0ce448d4136349dc0a4,cama_mesa_banho,49.0,153.0,1.0,550.0,23.0,15.0,23.0
98d0e0ca6213edc063889593a2475e36,automotivo,55.0,978.0,1.0,13825.0,70.0,35.0,49.0
622d3b263cd40b06e1eeea144fb83f19,bebes,19.0,200.0,1.0,250.0,21.0,4.0,13.0
37dffde0476450e75dae423136954b0f,automotivo,60.0,1023.0,5.0,250.0,20.0,20.0,20.0
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39.0,772.0,1.0,150.0,16.0,16.0,11.0
39e3b9b12cd0bf8ee681bbc1c130feb5,,,,,300.0,16.0,7.0,11.0
fe9184887637170f6da65623475d6a66,construcao_ferramentas_construcao,37.0,2457.0,1.0,600.0,26.0,17.0,17.0
39d5f0edfbb6ee4d1c524dd620c0bc7a,ferramentas_jardim,41.0,198.0,1.0,425.0,31.0,6.0,12.0
185013b2b9237c14bd26a394d9fda023,climatizacao,56.0,1161.0,1.0,150.0,20.0,8.0,13.0
3d1e658dd7dc71b44b125bdd18236fb3,moveis_decoracao,56.0,2028.0,3.0,350.0,68.0,8.0,13.0
8a2d3285de64b2117fbf83784acd09fc,automotivo,59.0,1250.0,1.0,250.0,16.0,27.0,15.0
b3f29e4bbae3c829f7c4231074c307ee,utilidades_domesticas,55.0,998.0,3.0,14850.0,35.0,102.0,35.0
10d43b23591dde746f32fe6a7beb5bfb,beleza_saude,46.0,803.0,1.0,150.0,22.0,3.0,15.0
b0cd550945da1de6eb9cb69595d540df,esporte_lazer,55.0,1392.0,1.0,900.0,16.0,16.0,16.0
e83ded7d97b96d338c4e72bb1ff7676c,ferramentas_jardim,52.0,497.0,1.0,1900.0,44.0,19.0,19.0
c04b8195870068ff5c495f269a0bc993,livros_tecnicos,54.0,1162.0,1.0,1100.0,29.0,3.0,21.0
6c3fc3c928cf7d57418923ffea326d9a,cool_stuff,49.0,733.0,3.0,800.0,42.0,25.0,15.0
dc582e9ac5036846acfeeb3093b17aa7,perfumaria,50.0,749.0,1.0,1300.0,22.0,14.0,14.0
e84fb20fe338824c220166d3cd562cbd,beleza_saude,45.0,802.0,1.0,150.0,22.0,3.0,15.0
c4344f6de69a96da8febce3f885171f0,consoles_games,53.0,310.0,1.0,150.0,19.0,11.0,11.0
f092eaa771e3dca0bfeca32b5c9d5669,instrumentos_musicais,51.0,439.0,3.0,3350.0,30.0,30.0,30.0
4c303e0fd131aa3fe487c108b5aa8c06,artigos_de_festas,58.0,134.0,1.0,1300.0,70.0,11.0,11.0
63f7cd79973145c9e6bb11c5fd03e82e,fashion_bolsas_e_acessorios,51.0,372.0,2.0,150.0,16.0,9.0,11.0
f2a1b32f85cad59ff2a8444154ac25f0,climatizacao,51.0,2959.0,4.0,7800.0,105.0,10.0,40.0
7683fe3e73bd7af6d0f6a6ed497cb04a,construcao_ferramentas_iluminacao,49.0,527.0,4.0,1450.0,60.0,5.0,30.0
a77e6c93242ae050800cb3e5b98c2fcd,bebes,59.0,348.0,2.0,8300.0,45.0,25.0,45.0
1dfb36d969d347f56f43590ec42c7b8c,esporte_lazer,50.0,1212.0,5.0,900.0,26.0,6.0,13.0
e24f73b7631ee3fbb2ab700a9acaa258,fashion_bolsas_e_acessorios,60.0,1118.0,6.0,2250.0,22.0,15.0,20.0
afce90df29b9a0c1bfe5e1033f1197b1,telefonia,42.0,356.0,4.0,75.0,19.0,3.0,11.0
ad19bca6e0f1919433d7e21d534ddb50,livros_interesse_geral,42.0,1109.0,1.0,900.0,18.0,25.0,16.0
334995514673fb6bae67885458b52984,utilidades_domesticas,37.0,261.0,2.0,250.0,25.0,25.0,25.0
f72379337062680ca5a2b7b0275913d8,moveis_decoracao,56.0,945.0,2.0,2050.0,30.0,22.0,18.0
24f9f99148480cd31288ed4e7d962e15,moveis_decoracao,58.0,1953.0,1.0,850.0,69.0,11.0,11.0
77c0d362526797bf132aaf564b1e436d,ferramentas_jardim,45.0,616.0,3.0,1400.0,20.0,20.0,30.0
8b6a57fbcf171e0a44f97af7af858939,informatica_acessorios,18.0,389.0,2.0,617.0,17.0,14.0,17.0
7130a7cfbe3bb2f11f6524e0cec6eafe,pet_shop,59.0,140.0,1.0,300.0,16.0,16.0,16.0
15571dce56ff7d152dab99a0bc8354d5,esporte_lazer,50.0,1530.0,4.0,482.0,18.0,11.0,16.0
2efbce46d36d9af306d4300db163b276,beleza_saude,48.0,762.0,1.0,270.0,16.0,16.0,15.0
a453b4ccccf554efba31d5ada5a59a60,telefonia,60.0,818.0,6.0,300.0,17.0,4.0,12.0
28e410092e56a080e14595c053d0bbe8,perfumaria,45.0,416.0,1.0,200.0,16.0,16.0,16.0
c5c66926b3f964b8cf9e7dfb1150d13e,esporte_lazer,41.0,128.0,1.0,200.0,21.0,9.0,13.0
3488d2ce36e718097c1509444289ef7f,perfumaria,40.0,1176.0,1.0,514.0,18.0,12.0,15.0
a7b42937ab954b0e03bcf6cc35209940,esporte_lazer,56.0,813.0,2.0,250.0,16.0,10.0,16.0
a8bb7885faf316d9a5062d42d2b2fba4,esporte_lazer,50.0,844.0,1.0,875.0,40.0,26.0,20.0
2de11f4242720888f88ebe396a8332f7,moveis_escritorio,58.0,869.0,2.0,900.0,17.0,10.0,15.0
629beb8e7317703dcc5f35b5463fd20e,,,,,1400.0,25.0,25.0,25.0
5563f6b699b362e1bd6a2e1e650f52bd,livros_tecnicos,60.0,1265.0,1.0,2050.0,29.0,5.0,21.0
012dd0e1c1f14325ee35f06748329355,beleza_saude,58.0,1690.0,4.0,490.0,30.0,5.0,25.0
7715f7da32957a84ad267799121a90e2,perfumaria,60.0,773.0,1.0,350.0,16.0,11.0,11.0
ce8a29973a1fed3f8d22ea5514d9ea07,eletronicos,56.0,505.0,2.0,200.0,20.0,20.0,20.0
a314a62cff3e5725f545fa263aed7a7b,cama_mesa_banho,48.0,120.0,1.0,300.0,40.0,4.0,30.0
f159439c5c382fae366d444e05c590c1,perfumaria,52.0,365.0,1.0,400.0,18.0,18.0,12.0
89904bec271974d069685a6568091c8a,beleza_saude,40.0,684.0,2.0,200.0,16.0,16.0,12.0
97250c682244b5b6618aec504ceb9656,utilidades_domesticas,55.0,783.0,1.0,150.0,32.0,5.0,16.0
17da5d80ea0eeabd565083183027d588,bebidas,59.0,879.0,1.0,700.0,20.0,20.0,20.0
9d0a2db5144d569d5ce5375bb0f4de36,cama_mesa_banho,39.0,347.0,1.0,75.0,17.0,12.0,17.0
8f9dc141063eb39ea09a9df984895c50,automotivo,45.0,764.0,4.0,1475.0,32.0,28.0,28.0
05d7deab2f99410d5fa21a75deaa1fad,fashion_bolsas_e_acessorios,52.0,1383.0,4.0,750.0,36.0,18.0,36.0
dd2ca29c9d0f93d3b1d28d7d7ee3025c,moveis_sala,24.0,356.0,2.0,7750.0,33.0,25.0,33.0
9f22d89800e8f59f79d50aa9d732f5e2,beleza_saude,50.0,355.0,1.0,888.0,18.0,17.0,18.0
80a96c144008b8446632f872d3b1a3ed,utilidades_domesticas,46.0,193.0,1.0,1025.0,25.0,23.0,25.0
bb8248b78690e295b4978f78009e4b94,telefonia,56.0,367.0,3.0,150.0,21.0,7.0,14.0
3931aaf38ba4cc928100541ff51b82ff,informatica_acessorios,45.0,554.0,3.0,400.0,16.0,4.0,16.0
8cf7e354e6d9f04a09f4d59bc77dcc8e,construcao_ferramentas_jardim,55.0,749.0,1.0,9500.0,56.0,30.0,28.0
2ae501b303a5a8e6f75c8c36f366b2d5,perfumaria,30.0,138.0,1.0,150.0,22.0,7.0,16.0
4732ecf5e4abee8f7ff4d1b8df0f7af5,automotivo,39.0,1571.0,3.0,1100.0,37.0,12.0,30.0
1dce3fd38c13a3e74fe5000f33858442,automotivo,58.0,674.0,3.0,1800.0,22.0,10.0,18.0
4e80e5fbd1f7a5e67501d0e1573abf98,relogios_presentes,51.0,393.0,1.0,300.0,19.0,13.0,13.0
6a23ae3187f1dac41b7210a8c7739d6b,moveis_decoracao,52.0,832.0,1.0,750.0,20.0,35.0,20.0
bcb8826a092a057aedd93bb71d67c24d,beleza_saude,54.0,340.0,1.0,500.0,24.0,20.0,24.0
f102842fbe436027eeeb7fc76d3063aa,consoles_games,59.0,434.0,3.0,350.0,20.0,20.0,20.0
ee2405458ecf90c4d6e1c55a9680de91,brinquedos,60.0,919.0,2.0,17650.0,45.0,50.0,45.0
ecac3b74dce5ab6c6a7b9eda9216cfcc,beleza_saude,45.0,379.0,3.0,200.0,16.0,16.0,16.0
37c8b2425c9c0455491b06ad8671c224,cool_stuff,57.0,1255.0,4.0,198.0,17.0,9.0,15.0
5ec9cc4e1217d387b9fedfa362b7bc24,automotivo,56.0,1310.0,1.0,3750.0,42.0,19.0,25.0
d24659126d5bbd0b1bacba3e8d17a978,esporte_lazer,32.0,513.0,3.0,250.0,16.0,6.0,20.0
593236d0ff46b4299b4787fb8d43f7f0,industria_comercio_e_negocios,44.0,1396.0,2.0,7225.0,16.0,103.0,25.0
60e68dc2013929af2b3b5408e2da87fd,brinquedos,52.0,397.0,5.0,550.0,32.0,11.0,20.0
483df9288035696f34225a7047591d13,informatica_acessorios,34.0,2457.0,1.0,550.0,26.0,17.0,17.0
d4de08feff9533e02efa79613935336e,cama_mesa_banho,53.0,681.0,1.0,1250.0,19.0,17.0,22.0
af8215adef2df1e9e66642f159e81e55,relogios_presentes,52.0,585.0,1.0,400.0,20.0,11.0,19.0
644ede1cd3a7b877de774c66fd4abc78,esporte_lazer,52.0,682.0,2.0,1100.0,24.0,16.0,15.0
7a33d7a1a85cb7db38bacbcc212a6013,beleza_saude,56.0,483.0,2.0,175.0,19.0,12.0,13.0
32f186a3f6239888c37adf90db857098,alimentos_bebidas,57.0,1322.0,1.0,1350.0,18.0,17.0,16.0
216b222c2a8c6918d4203f3cbefb8568,utilidades_domesticas,41.0,897.0,1.0,450.0,20.0,10.0,20.0
fc37e09bb4dadd1eef5e92e954b1c72e,bebes,51.0,1243.0,2.0,500.0,30.0,6.0,23.0
0eb8e03d4ef83152c4642b606b5bbdec,moveis_decoracao,47.0,348.0,1.0,2900.0,40.0,10.0,35.0
bdb0b11a36aed4d0d862a7037c838560,telefonia,45.0,742.0,3.0,383.0,16.0,12.0,13.0
c4df35b0ef8a1996cd7118d81c1632ad,bebidas,44.0,744.0,1.0,4300.0,16.0,15.0,11.0
f303e2cdf0967ef1a153d12f2685d280,cama_mesa_banho,58.0,262.0,1.0,1400.0,25.0,10.0,25.0
e1bb819e98ca4d6153c28872921f171e,automotivo,56.0,1108.0,6.0,450.0,20.0,15.0,15.0
88d1ed18fd38fa0ffeeb4b517ca42a9d,utilidades_domesticas,55.0,132.0,1.0,470.0,21.0,23.0,21.0
3e12358032a6a599d25d9fd630cec2e1,utilidades_domesticas,52.0,1301.0,1.0,975.0,31.0,12.0,21.0
afb0d399cb1dec68de437eec41c94fad,telefonia,58.0,733.0,6.0,100.0,18.0,6.0,14.0
e73a764ace9b74b912bea28a731f60e0,moveis_cozinha_area_de_servico_jantar_e_jardim,57.0,354.0,4.0,1150.0,27.0,15.0,16.0
67ff96903c597ba4b1d7f668734bc3a4,construcao_ferramentas_jardim,34.0,376.0,1.0,65.0,17.0,12.0,17.0
5e6248437b2668bba62c0fdd71eaf72d,ferramentas_jardim,42.0,567.0,3.0,1075.0,34.0,31.0,34.0
96341c5bd303e04bee20bcd01431dfaf,artigos_de_festas,60.0,430.0,1.0,200.0,16.0,6.0,11.0
e13cf83849f5e6cf2b946de4ca48bf2c,pet_shop,57.0,651.0,1.0,500.0,25.0,15.0,20.0
d48782d1a53a65a84d63efd6aabd4f03,construcao_ferramentas_construcao,38.0,409.0,2.0,8817.0,43.0,24.0,47.0
25a048d00b596eeac27424b4e897f07e,musica,50.0,364.0,2.0,100.0,24.0,11.0,16.0
914a1be6110e7ce3289dbf55ec0d9704,cool_stuff,58.0,989.0,1.0,2050.0,42.0,25.0,15.0
4cbccd77b25ad10677a460380987eaf3,moveis_escritorio,42.0,2115.0,1.0,13600.0,58.0,28.0,58.0
00a985c524adbb97a4211e4ce17aabec,telefonia,58.0,734.0,3.0,250.0,17.0,4.0,12.0
ba3fea9ec13fb882dda6c9e4295d9130,relogios_presentes,55.0,266.0,3.0,667.0,20.0,17.0,18.0
29ea1bc54f78267f6e85b9c99c93e12a,construcao_ferramentas_construcao,58.0,339.0,1.0,7100.0,29.0,8.0,29.0
f50df9b142a624bf4c4d8495489a207e,brinquedos,60.0,804.0,1.0,600.0,23.0,25.0,20.0
e792f2bb275bdea9b6076c2acbb5abcd,perfumaria,47.0,1090.0,1.0,850.0,16.0,14.0,11.0
bdf5efab9b8b85e6a49603007646f763,livros_tecnicos,25.0,2021.0,1.0,213.0,21.0,2.0,14.0
b6665355b9d865e088250a5c8d7b36c1,brinquedos,58.0,246.0,1.0,300.0,37.0,20.0,20.0
b415213dee0b8051901b7ebe5a6b99f4,fashion_bolsas_e_acessorios,51.0,1081.0,1.0,415.0,23.0,19.0,18.0
296ae6fd1ff55a39b63dbbb3ea7a36a0,cama_mesa_banho,59.0,796.0,3.0,8150.0,50.0,20.0,40.0
5ade9eaa68986ae388b9d6ba2aa185e8,moveis_decoracao,60.0,956.0,4.0,5250.0,66.0,15.0,33.0
913dfadde395f6049127173cfbb96121,informatica_acessorios,24.0,718.0,2.0,200.0,41.0,2.0,29.0
85f17a3ccc10ef41645833b7074f3d63,papelaria,42.0,148.0,4.0,800.0,29.0,10.0,25.0
cedc0a95516e84ab083db0319e55003f,automotivo,58.0,1590.0,4.0,7350.0,24.0,69.0,53.0
ca078ba5884f07fd8e2ec7f7b13556f1,moveis_cozinha_area_de_servico_jantar_e_jardim,60.0,356.0,1.0,4400.0,27.0,27.0,37.0
c20e9c8a7361bfa0d6530ab73075921b,beleza_saude,49.0,1216.0,1.0,1600.0,20.0,20.0,20.0
1ecaa47c3ade7f098ca5dd97e8dcb018,telefonia,54.0,653.0,1.0,150.0,19.0,3.0,11.0
2fffbf105cbbc6e86144f00ecf571635,beleza_saude,41.0,763.0,1.0,150.0,20.0,10.0,20.0
59911136c59b2dd04ddce80d592b55f3,esporte_lazer,31.0,447.0,1.0,100.0,16.0,6.0,11.0
dcfe76be1e1036cb99e5d8bdc2a1b1c9,esporte_lazer,26.0,3694.0,1.0,300.0,20.0,10.0,15.0
2b250e4c796f4ce9da7ee0465bd1b574,musica,43.0,656.0,2.0,783.0,16.0,8.0,15.0
0fa0bd7ef862a1a28d6cd9701fc97f6c,instrumentos_musicais,50.0,1053.0,1.0,400.0,19.0,11.0,19.0
72bb19eb8886399d5a46785146792ba7,utilidades_domesticas,59.0,889.0,2.0,250.0,20.0,5.0,16.0
c293414ca6dacfb6085739783def4ef6,brinquedos,52.0,706.0,4.0,2450.0,23.0,7.0,23.0
01b154ceb5457897eb28b9e549f28219,papelaria,54.0,447.0,1.0,400.0,25.0,10.0,17.0
f1202530b474dade246e7fe77cdda463,cama_mesa_banho,58.0,373.0,2.0,1700.0,34.0,10.0,34.0
13191128a8f50089d2ed9b7a25dc21df,construcao_ferramentas_construcao,56.0,1087.0,4.0,6250.0,55.0,14.0,44.0
95f2828625576b34ab861ef4b029a7fd,fashion_roupa_masculina,33.0,939.0,2.0,950.0,40.0,6.0,35.0
e834949329e7a91948b7c8a01f508b6d,papelaria,51.0,59.0,1.0,100.0,16.0,5.0,16.0
bfd9a39f1774d4ca8773f1f42f09d187,bebes,60.0,849.0,5.0,750.0,50.0,5.0,40.0
f7740e5b4337a3cc4a8a204553101a85,beleza_saude,43.0,876.0,2.0,543.0,30.0,12.0,16.0
a928a2cfd4d897610150b956e89a4e56,cama_mesa_banho,58.0,774.0,1.0,1550.0,32.0,8.0,29.0
1c12e2e95f36322f3a5ab8153a76bd73,utilidades_domesticas,52.0,303.0,2.0,9900.0,61.0,31.0,31.0
3932e37f1f658768ac53fbe680f145bc,cama_mesa_banho,60.0,850.0,1.0,1100.0,40.0,10.0,30.0
d6637aee74ba05e42bc17a047c335209,beleza_saude,55.0,1181.0,1.0,250.0,16.0,11.0,14.0
aea9f47e0e6dea45f3ad01ce4528f1bf,esporte_lazer,49.0,375.0,2.0,2000.0,20.0,40.0,30.0
8792f8b694229e5627aa6a15cf912052,utilidades_domesticas,48.0,204.0,1.0,1150.0,19.0,22.0,19.0
9b393d3360316521a943267765a47fbf,beleza_saude,52.0,572.0,1.0,300.0,17.0,14.0,14.0
d3f4f3de0f4576184674937d1e9cecca,brinquedos,51.0,122.0,4.0,450.0,20.0,31.0,30.0
53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,33.0,523.0,3.0,584.0,16.0,11.0,13.0
361b81e3cae3b21bd0119793c5399717,artigos_de_festas,45.0,499.0,6.0,4500.0,102.0,12.0,12.0
97593959fc8ee0c67ac6c5a33fe61f4b,relogios_presentes,55.0,943.0,4.0,450.0,16.0,11.0,12.0
1e56c680b07833e85fec6904b2c7e4b8,pet_shop,58.0,502.0,4.0,200.0,27.0,9.0,26.0
baf76b06184501269d8e44228cc940ac,automotivo,60.0,332.0,2.0,100.0,16.0,5.0,16.0
c2df3d01bc5d236c85400b0d432bf97b,consoles_games,15.0,728.0,1.0,110.0,17.0,2.0,14.0
98600823ba81f3ba76386dac7c31ee06,beleza_saude,47.0,1115.0,3.0,125.0,24.0,12.0,20.0
036734b5a58d5d4f46b0616ddc047ced,telefonia,58.0,751.0,5.0,300.0,17.0,4.0,12.0
bc7496ccc90a64c022a56021c65c9cda,utilidades_domesticas,28.0,238.0,1.0,150.0,26.0,16.0,16.0
a22f707cfd269773138c3bf3a43f6180,moveis_decoracao,25.0,253.0,3.0,7000.0,25.0,25.0,25.0
1fcaf044ff67ca59df3f6cc560d9fbfc,esporte_lazer,31.0,958.0,3.0,2350.0,92.0,4.0,24.0
