review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
4e18511741b7ba8896f192fae5858e0a,e7ec2ee871d40f0b32fb471cb07ad239,4,,,2018-07-13 00:00:00,2018-07-16 01:34:42
ad0fb518df54cbb079834b68141941ee,cd2457140ff84327d7d7030053b80fce,4,,,2018-08-10 00:00:00,2018-08-14 23:35:31
a95d9b8de163612abddc0a2aae1131d5,140d9953eb16589e277967bbfcdf7ac5,3,,,2018-08-26 00:00:00,2018-08-28 15:04:49
c3dc53293222872c90de63a9dc56902e,617b248faca8fe758da0640030f82f00,1,,,2018-06-22 00:00:00,2018-06-22 20:59:02
ecb87d3794a6b2a32e6d9ebee0b8dee5,b1b42afa1e73f34f90872f5f1ec48391,5,,,2018-08-04 00:00:00,2018-08-07 18:50:13
77a5eb7708ea47c9dd27b268ab56b633,8883dd20e652369652c1abd7a411788f,5,,,2018-08-21 00:00:00,2018-08-22 10:55:39
0c9b6ca9b3beaf0fd5d621f63844ea01,cadd4c5765abf658117f2cc7e2a639c2,5,prazo entrega,"Espero receber esta semana, o que não seria tão extravagante, porém...mais atrazo do que isso me faria desistir do baratheon.",2018-08-26 00:00:00,2018-08-29 02:48:21
29b897a4c960516960b7dbe2ed0cb99a,4ecddf4ce273e32faaf71a4a8ed4676e,3,,,2018-07-22 00:00:00,2018-07-24 13:21:55
0ddace107051d27b273578e30c758518,f8b6b27efdf0f73f9e9d978fc503c45f,3,,,2018-07-12 00:00:00,2018-07-13 18:08:46
9d0f36ac2ecea44727adaa0e0fe064fe,3aa2600d02e113fa1145a76a2e90185f,4,,,2018-07-13 00:00:00,2018-07-18 13:32:03
59d95e0b5b52d038dc3a022b7c912969,fc8c2e8bc069aea361c41c313464993c,5,Super produto ,Muito bom alta qualidade!,2018-07-04 00:00:00,2018-07-05 00:56:21
4f38ceccf5f69828f45e871aad65266f,5a2aaa78e3c69a74dd64b28846deb199,4,,,2018-08-30 00:00:00,2018-08-30 18:04:07
5241fcad10d7b45a1761f1e1e1536faa,0bcbcc3e0a09b3f6a9495de35f452616,5,super recomendo,"chegou dentro do prazo e o produto é de excelente qualidade! Acabou as dores nas costas, estou dormindo muito bem!",2018-07-07 00:00:00,2018-07-09 18:12:17
d2322bd5a219c030b3c0d7a80fe27b8f,a69cfdf2a1c59f8ff05718f69d021e81,4,,,2018-07-27 00:00:00,2018-07-28 11:06:54
06f47dacd0575e592bf6a17e922ce6cd,82348f1b5f24ac795fa9320e02c49553,1,não recebi ainda,aqui está descrevendo como entregue só que ate agora não recebi,2018-06-28 00:00:00,2018-06-29 16:34:46
87aa227006eb2fb086f3cbdaaa2fe764,352ad67deb8528562cff60c00dc6e99a,5,,,2018-07-12 00:00:00,2018-07-12 22:46:10
715742f4ae2149e82ead981971912530,73863aca434e1d117e45109bea6f1937,1,,,2018-08-17 00:00:00,2018-08-17 05:21:43
4140f2b38a5447bb90d453256604d8a3,78008d03bd8ef7fcf1568728b316553c,5,,,2018-07-11 00:00:00,2018-07-11 17:33:14
cdc5c81bd9377ccbf9cb95f05648c31b,18956b40b774d6384c8539cd61784bd7,5,Recomendo,,2018-06-22 00:00:00,2018-06-24 23:07:08
7914fa319f12631679d1704d7dcd17df,06ecfa8dfae87263e05d953aa561603d,5,Top,Recomendo,2018-08-22 00:00:00,2018-08-23 01:51:28
3ed2fb4d3cc7862bfa63bc388fe9435f,fa77b4aa91c0a9f2bc533e0dc380d9c2,4,,,2018-08-11 00:00:00,2018-08-13 13:48:01
8e9a28e03aec9af5e2c6b84b43745178,3c8aa4e17d7d0b7a6b3c5f8ea6d36038,5,,,2018-07-07 00:00:00,2018-07-09 22:00:14
2c303fb6b2f9c16f324f7deb88e736fe,d9fb85f3f3239e18e331c9f622d6998b,5,,Produto muito bom,2018-08-08 00:00:00,2018-08-09 05:27:42
8b4c14417bccab81710772ecb8b23fd6,62a575a2a9f2c005b7ec7ff7dd76d5ee,1,,produto deu defeito na 1 vez de uso.,2018-08-03 00:00:00,2018-08-04 19:32:39
3528296df9092b7a7b88bd036e3f8a8e,dae4fcb62b78ccf2ff3ac4d49113a8f5,5,produto show,super recomendo produto profissional de qualidade,2018-07-14 00:00:00,2018-07-17 14:28:34
1b76e88159db434a903b2f6ce68e2c6a,c87cf593c8c9e0e59f1039a2bb8e5d44,5,,,2018-08-15 00:00:00,2018-08-16 12:59:51
62643d4b292ce733f36482b980a08ecb,22c9adee57f279cc5b0741ddabc89e6b,5,,,2018-07-24 00:00:00,2018-07-25 03:29:13
b736ff4204044e49e39062584d06fa74,993da8482e658ec7f1d0c6d955604936,1,, A loja anuncia um produto e entrega outro.,2018-08-24 00:00:00,2018-08-27 05:20:47
c7475b2c4448321756b6136327f1394e,e11c61aa2d539f826865ea728496f6d4,5,super recoendo,muito bom e rapido quando vi ja tinha chegado,2018-08-23 00:00:00,2018-08-24 18:42:32
65b934c20d632fc2df0fd4723464fa78,824d9780d0313771024a0c70fe9dd9a7,3,Erraram na caixa acústica,"Apesar de ter sido entregue rapidamente, substituíram a caixa METEORO pela caixa BORNE. Quando tentei reclamar nas lannister o sistema estaav fora do ar. A guitarra e acessórios estavam corretos.",2018-06-12 00:00:00,2018-06-12 22:36:18
ed1abc8df9e01dae7a468e4a5b73fa2b,4c93b283893b057fe314b13138f01119,5,,,2018-06-24 00:00:00,2018-06-26 21:13:19
0185df4755be7045d22b951fba4a4b58,e5700a52207ef266413e9f43a7b0d5f6,5,,,2018-08-24 00:00:00,2018-08-26 22:08:46
2ac08e70bba7ad45079a8bfc15233952,814525d9a609035835b96f52ca9047eb,5,,,2018-08-29 00:00:00,2018-08-30 09:56:41
f7eb8792e67d53e01a224bfa9b6802b2,a0f2f8b0523207a13f02225bc812ed23,1,Horrível,"Cancelaram a minha compra um dia antes da entrega, liguei para a lannister e os atendentes não sabiam o que estava acontecendo, uma bagunça, agora estou esperando para ver se vai ser cobrado",2018-08-05 00:00:00,2018-08-05 09:27:55
0ab6a11e5c1275beaad02a171286c7ce,75b96a3b1a4aa70f1b20c1e86020cfd3,5,,,2018-06-12 00:00:00,2018-06-15 11:52:14
7bd303edd3865abe8addb98d2a2e6577,d66d818e0e5486b4382bdaad63390b53,5,Muito bom. ,Produto bom veio no dentro do prazo chegou em 08 dias estão de parabéns. ,2018-08-01 00:00:00,2018-08-01 18:52:33
76a2c91e6bf615fe58abe97b55a19ee1,ff014de83d667807820e68d8ea975281,5,,,2018-06-30 00:00:00,2018-07-03 13:33:08
930654bbac6c1f865eed4e39127eac9c,2c9e182f7a193ad787c1e4dda16768c1,4,,,2018-08-07 00:00:00,2018-08-07 22:19:49
3fb929ba2924ff0a47858efb007ceee1,df8e5e994bcc820fcf403f9a875201e6,5,otimo,entrega rapida,2018-08-07 00:00:00,2018-08-08 12:05:26
bad7323911748aeb242309d5d75d4c3e,9dd72a3853b3514932140ba93b5192c9,4,,,2018-07-03 00:00:00,2018-07-04 16:17:12
dc92cf357f5eb4d61b6a95fed53d17e1,c277dea251cfd74bf121060769a7135a,5,,Entrega bem antes do prazo perfeito!!,2018-08-14 00:00:00,2018-08-15 17:18:14
46d55c27e1e3df429c64afc2392b2c6d,aa834e164d26bde6b0890bb9e70fbf9d,5,,,2018-08-08 00:00:00,2018-08-08 23:07:42
6aba6ff5d6b3f6762a2ad9a9f1fbdfcf,bfaea68f958681ec9d22aa2114b45721,4,recomendo,Tudo rápido e eficiente.,2018-08-12 00:00:00,2018-08-14 12:49:30
b396ba75350276a6cc1993b6627dceea,43050a51a257b17d51295e07650cb654,1,Lamenetável...,"Boa Noite

é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor",2018-08-23 00:00:00,2018-08-30 03:02:39
3cd81a2d8505f10a66b5d7b8c4570923,fdf8f05467e28901dbd88f446effd6d9,5,,,2018-08-18 00:00:00,2018-08-20 16:07:55
ef9ef383ff6625e8e118db388ad3420d,67274e3826cb110f3d0cb45f33c2275e,3,Insatisfeito,No site o produto parece ter melhor qualidade de material e acabamento.,2018-07-06 00:00:00,2018-07-09 19:07:34
5d6f9cddc8335878d8bf20c3bd4602e8,38fc895ea0a2aa253a46a6fdbb65aaf5,5,mega recomendo,"Recebi meu produto corretamente e dentro do prazo,verificando na caixa esta tudo correto,mas ainda não montei.Produto lindo,cor perfeita,amamos.
SUPER RECOMENDO.",2018-08-10 00:00:00,2018-08-11 12:59:16
3a336941a21a96535c9b70e3d28be499,b630c986ea5c14749196132407a05589,5,EXCELENTE PRODUTO,Parabéns .Produto entregue bem antes do prazo.Atendeu às minhas necessidades.,2018-07-04 00:00:00,2018-07-04 22:24:25
cb929ffa8e05eedbe07807f1785c96dc,a90caee2f02cc59cf28469ec71681116,5,,,2018-08-28 00:00:00,2018-08-29 02:35:31
6efe3259e652cfcdcbb3bd4354685a6b,e55094da7605b6e7fd370e4a4be7194d,5,,,2018-07-01 00:00:00,2018-07-03 19:17:11
d790573210817a72d63c85395a9ebab2,f1102aaed56d382cca01e04bec7b9910,5,,,2018-06-22 00:00:00,2018-06-23 13:01:12
50b88e7c4f0429b5286b130ed45df434,e907b53c6245de45677494c2348dc8cc,5,,,2018-07-11 00:00:00,2018-07-14 02:42:00
5442f4e36faa9fd2ed031c645a9d9acf,043f43899c67438005004d160d18f55c,5,,,2018-06-20 00:00:00,2018-06-22 21:53:48
413250ca031f857142bcbc3f27d14532,6d87523e95d5670f7bbd10a46d5d70ab,5,,,2018-07-07 00:00:00,2018-07-09 15:31:01
55e8dbe55085ca8c565f00d87dc07777,7b5004a23c4918b7c96c9d0cfd6107b6,5,,,2018-08-14 00:00:00,2018-08-17 11:48:14
d6c0b888949f0c3f236d67f588913930,4cd9478b63edacb631dcf780b036b157,4,recomendo,trabalho com profissionalismo das lojas lannister. indico com certeza,2018-07-01 00:00:00,2018-07-03 22:47:44
89ce1bf13facec183ff6e592ff4e305d,ada32b6f0cb6b0a58d13dc20a423f2fa,5,,,2018-07-27 00:00:00,2018-07-28 01:37:36
949127f36b466d3e93a6f3688062cd77,6d2fbf76787b9f35b1f3c3835a8a6a01,5,Captador Presys Blend,Tudo ok!,2018-08-04 00:00:00,2018-08-06 12:54:45
569b98a8c29163ba9a63e082f88554ad,1cf0fc2c07de89a211f8dcf9ff5af15b,3,,,2018-08-17 00:00:00,2018-08-19 19:24:52
772d77869ce0505a42077a4429385c9c,e03e8192ecbedf3c6493ae3c01ba21e3,1,,,2018-07-14 00:00:00,2018-07-15 17:03:22
98f60bb6431350ec0e50712d35fe3c42,3e34f8c0022e2a7093ae49d16555e06b,4,,,2018-08-16 00:00:00,2018-08-16 20:49:21
ff3a1044a7a8dfad3e9c8eae2a39420c,09744659d8e64274cf91bb288d9c3aec,5,,,2018-07-31 00:00:00,2018-07-31 22:16:27
142f69554c6042f70a2f2eb188d51647,c33421c96efacce72747c9208101259c,3,,,2018-08-02 00:00:00,2018-08-02 18:50:40
a8775d35b08b1f3a66c4c0e2e7612be3,9dd961aa6268f666f626787499250308,5,,,2018-06-26 00:00:00,2018-06-29 13:55:16
f922b9d00a755863556181c1a366193d,af168723acee7d4de0144ad5361f547d,3,Nota 8,"Fiquei feliz com. O tecido ,mas acho que faltou o lençol de cima para ficar completo , espero que logo lancem.",2018-07-07 00:00:00,2018-07-09 21:54:31
d0d5bd829045a78ca12fc12bdcd99fce,a5e7e590a77dc838c0311d33e0c88abb,4,,,2018-07-03 00:00:00,2018-07-04 17:42:43
7e6becdbaed9bd20e60602d1f8c2b4f9,acf6e912a8db79e50ddd2fe14628e89c,1,,,2018-08-15 00:00:00,2018-08-15 21:08:00
032cfb72d792d30b6181b482d85f8d1a,c1ba0776bb79a0826691352f8d6ea4e0,5,Tudo certo!,"A compra ocorreu como o esperado, desde de o pedido até o recebimento do produto. Tudo bem certinho. ",2018-07-12 00:00:00,2018-07-13 02:40:10
004580d2657b221e45f84f4169675ecd,049ede3fc839758e81752a9dacd1f911,5,,,2018-08-11 00:00:00,2018-08-11 18:03:41
645e0b533dd83397a07db50af11b3fff,359dfdef7cf4ed1003c2a0463eb431ba,5,,,2018-08-09 00:00:00,2018-08-12 01:43:29
bd1c85f148677d00cd672df0d05d473d,d73bf025952ff50e52729bd60ba12f28,5,,,2018-08-10 00:00:00,2018-08-13 12:57:40
479fa222f376edce817d980030a0f493,a9a6fd3ca2e803548ec0685c9261a4e2,5,,,2018-08-21 00:00:00,2018-08-21 18:08:12
380884f53f113319198a99516da2ada4,109294a0d68947b6b49c0a59a8f951cd,4,recomendo,"otimo
",2018-06-17 00:00:00,2018-06-19 19:48:57
5fd2d6fbe0e63511703a80078e938be5,993f3fc78c8cdf418bd5b0f7cfffcaa9,2,,Pensei que a mochila fosse um material mais resistente.,2018-08-22 00:00:00,2018-08-27 17:58:12
bd59d767a308e2a99679da8ddc7cf280,e6b1546a7ed77ba5ca2c2077aafd3c97,5,,,2018-06-20 00:00:00,2018-06-22 22:52:28
668aad714767396c2b7d949a27913bb7,b4138bbc55ffe9ddeb824f7e3068fc50,4,Lol pet,Otimo produto porem caro demais !!! ,2018-07-03 00:00:00,2018-07-04 00:57:26
cf1917bdb6925187eb7886ad0a11e745,62b2adbcbcf4e28df4b998bfb094f3f9,4,bom,,2018-07-24 00:00:00,2018-07-27 02:00:03
30a4f0f115950517b46d48046b609bd1,384f8660f6bc7396d5a875b60285c2dd,5,Excelente,Tive um pós venda excelente através do Sr Renato,2018-08-24 00:00:00,2018-08-24 23:59:36
f4f8e13b8168880f7b713dccfd735136,9fec962af24505f0b989965945c1fc64,5,,,2018-07-29 00:00:00,2018-07-29 20:50:15
19910e37f2130c56f553edfbdc0c65fb,00b12f4674177ef40c4bdb034138c843,5,Ótimo custo x benefício,Produto chegou dentro do prazo. Veio conforme descrição e é excelente.,2018-07-21 00:00:00,2018-07-24 13:29:35
c1f198cdce8b992a9cddc3aaba11e689,bf6a2df6b944199274254f8bb0159ec3,5,Produto e entrega ótimos,"Apesar da demora em expedir a nota fiscal, depois de expedida a entrega foi rápida e o produto veio bem embalado. Recomendo.",2018-08-21 00:00:00,2018-08-21 23:10:15
d10aa47a4914ed4e55ee13dc41198aa6,95d8d3c4c0f3ac475f40696807344776,4,,,2018-07-12 00:00:00,2018-07-12 19:44:42
0e5149ccee3f7414ba4d17c13f051259,fc9a5afd96050ceb0d9f12a4f8c5d9f0,1,,,2018-08-10 00:00:00,2018-08-12 21:45:01
edd86e0af4dc62b340c60d846643cbf9,9537e35e835d4ae6b7b219b8b2e36817,5,PRODUTO OK,"prazo foi estendido,porém entregue no prazo divulgado na propaganda. Cadeira conforme foto, vem para montar, mais fácil e linda",2018-08-28 00:00:00,2018-08-30 12:38:27
3814f35a6ebd64d27e2130f30ec05255,19d1e5344936559f5f7b21099fdadd0e,4,5,,2018-07-11 00:00:00,2018-07-11 16:47:37
4276cb3d2b2519d9e1d714a9905c58e4,4879204a6b45d7ba10b3d703ba460778,5,,,2018-06-13 00:00:00,2018-06-13 22:16:22
dafd8ae6a06afff04e7a38a08caa4cf6,b26fad48211e9a54051ac561925ffa23,5,,,2018-08-23 00:00:00,2018-08-23 20:38:53
5f6c597337e14b64ddfe5f7a2175d3a4,eeb1f86a9f9c08e3eb0bbb7186dccf60,5,,,2018-08-02 00:00:00,2018-08-03 11:41:10
94d91bb24cb49c1e51270f27677648a1,f8718b67f7469531acea685ab46722a9,5,,,2018-07-03 00:00:00,2018-07-04 12:58:35
057c9a1e8e767d8bf6fa59ac43a82435,0adf68e8a310f18fc7e75cffa60901b2,4,4,,2018-07-13 00:00:00,2018-07-14 17:25:04
8e373e7ef1e8482b14f5fc9eab320041,96a0411828c1774771b1c912e8dd813c,4,,,2018-06-12 00:00:00,2018-06-12 21:48:03
5079818012d1d32f26bf997a896cdd14,c28c74ee5fb4a731178895058c0de619,4,,,2018-07-12 00:00:00,2018-07-13 11:18:12
07a89e81e4631f2eb2111e4cf347f006,05dc8285104a0f76f6e8d6b2ff9417b2,3,,,2018-08-29 00:00:00,2018-08-30 00:26:33
9e96e374304db42a8aecd4a97d53cc1b,00f251b943aba645652c7138e4716fee,5,Super recomendado,Estou plenamente satisfeita com minha aquisição. E recomendo. A única coisa que não concordo é com o valor de frete. Autíssimo.,2018-08-21 00:00:00,2018-08-22 11:09:52
a1a1644e07b2f6a2183e379b0a0084a4,0ec1e92bb5190cb24b2b414151894032,5,,,2018-06-22 00:00:00,2018-06-25 11:42:32
21d7fa60f781a98de43940c2573d07ee,a41bb2f937139613df86a333fdbaa7c9,5,Super recomendo,Entrega e produto perfeito!,2018-08-24 00:00:00,2018-08-28 20:47:22
035cdc5e7ad5192da517cd947ed17a98,355c14cca8fef764ee4faa28db69342f,5,Excelente Loja,,2018-08-21 00:00:00,2018-08-22 12:13:24
9be8656dd570c54e69aeb6439efe3c32,87c6169aae0c57897be7344931c2839e,5,,,2018-07-05 00:00:00,2018-07-06 00:14:18
12f226601192062b644b158e0af9e723,b636037a882bd588f102f9f3fc29b2ca,5,Super satisfeita. ,"Produto perfeito, entrega rápida. Estou satisfeitíssima. 👏🏽",2018-08-08 00:00:00,2018-08-09 09:57:37
3dd514ea6f6f78b2bec94ca3e8a41038,c8190ec25152e9e725de81876f1b9125,5,,,2018-07-04 00:00:00,2018-07-05 02:31:33
9de4447d8219a53f08afc52a7fe4c0cc,53251dae6eb94ed4fa67b57bd60e58bf,4,,,2018-07-26 00:00:00,2018-07-26 22:23:07
56f8b1f478a87c6604588ad148e61ca8,635607b37cf3b851396ef5a76be8b89f,5,Muito bom o produto ,"Muito bom o produto, melhor que esperava e foi entregue no prazo, gostei bastante. ",2018-08-07 00:00:00,2018-08-08 02:42:34
d759baf5b86943cc94607ca678da40f4,8821146ecf8a1eb441aa052b371f1814,5,ótimo,,2018-08-16 00:00:00,2018-08-20 23:07:01
c68c027ea1d9979f147099c68efd93e6,e87c331d21a3fb3085079a9b32f4a56c,5,10,"Gostei muito , o objeto veio o mesmo comprado, já comprei em outras lojas e veio outra cor ñ Gostei! Com lannister tudo ok.",2018-06-19 00:00:00,2018-06-22 01:55:14
bde05133984518116b3d77d994e375d3,2a743fc30067036b7910663ced5a0b7b,2,produto incorreto,O produto não está nas medidas corretas indicadas na oferta. Terei q ligar para vcs para troca,2018-06-14 00:00:00,2018-06-15 23:26:45
cf8b4347ae76e6b7992a8c63f3d51774,f0fb77580603e4f955c60d3fe023553f,5,otimo,tudo certinho entrega no prazo ótimo.,2018-08-03 00:00:00,2018-08-06 11:48:12
f450a5ec6ed680bbcb25bb73ae1a9f93,4fcd41f1365d2b6852c34568499584b8,5,,,2018-08-08 00:00:00,2018-08-08 23:30:54
c02f9133515444a1281341896eee1a21,01b4dfef1c8848e8c0431ce17f5f72ea,5,,,2018-08-17 00:00:00,2018-08-17 22:50:34
35648f4fd4ee1e81974b75919da408f8,abb71252913999175f6eee9cc4ea672a,4,,,2018-08-15 00:00:00,2018-08-18 22:00:15
3e6c4fc61dff0babb5fd4d370230a44d,83dcf2f6e29abb1516047b414c52b004,4,,,2018-07-11 00:00:00,2018-07-11 17:41:49
f54fd311f6fd8cd1b4affd14bdaf04ce,6e8e751584b3e3141e3e3c39f71408c2,5,Gostei,Ótimo perfume. Fragrância maravilhosa. Recomendo,2018-07-12 00:00:00,2018-07-15 02:57:52
7c38b0697f3d800e6314b76b382a9f7e,ab6e1678559b60b6e6a7db4837d6664d,5,Pedaleira plataforma,O produto superou minha expectativa. O prazo de entrega foi antecipado em 7 dias. Já instalei e ficou show. ,2018-07-28 00:00:00,2018-07-28 21:12:47
681f83974b36c2f3b2dbb66b31c2d101,03bd6f7b95588e476cdef4abb2cfdd0d,4,,,2018-08-03 00:00:00,2018-08-04 09:52:20
042cc1dce52180def6df9349b817ae86,51ee9ef5d831b5f76f97d2819e7f94a9,5,,,2018-07-10 00:00:00,2018-07-10 21:15:21
f99ff17e430a53efe61d359faa3b425e,009838529bb913846ab6670d22865381,3,PRODUTO COM DEFEITO,SOLICITEI DEVOLUÇÃO. PRODUTO COM DEFEITO,2018-06-27 00:00:00,2018-06-28 11:09:14
02458b01a713491f771cf60ad071ac3f,0d16648e64dc322e5a49d8c912d2b61e,5,,,2018-06-28 00:00:00,2018-06-30 15:09:02
f123f63f9578267e1ed425f21e6b2924,4f0ae5e0706a3e90f9f36d0f34fe60aa,5,,,2018-06-29 00:00:00,2018-07-10 10:40:59
8c8ec6ed4210b3d764d3dd3bbe9e87d9,13ab379ac762d840b29042681a1a6156,3,,Boa noite as lojas lannister são ótimas adoro o site hoje faço pouquíssima compra pelo frete abusivo infelizmente não compensa como antes mas precisamos comprar obrigada ,2018-08-15 00:00:00,2018-08-15 21:26:52
822d2aa4928821a5cc6bd01f363ea266,25e8002575a945e8d4ae84ca208daa50,4,,,2018-06-23 00:00:00,2018-06-25 09:50:32
73a81f31811111e89da4070c915c6fc8,1f4fe628fee06334b3c7f4a99233700c,5,,,2018-06-16 00:00:00,2018-06-19 12:24:03
c8e2f863d06122704b8ac13e9ef42b06,4d4ef6cd8147028ffd8c18dc0f6e3050,5,,,2018-08-31 00:00:00,2018-08-31 20:43:31
73c3dcf098d78d2bdd96f22aff4f15ef,3d2919530aea3496b5773b143910145f,5,muito bom,bom,2018-08-21 00:00:00,2018-08-22 21:52:32
de295095fe4d28a2c536c5761728321d,9b1d0dd42862c68280468732a4399034,5,,,2018-08-17 00:00:00,2018-08-22 18:33:02
84d7edd8faee78b23baea8f3fb8762b4,8b0d9469bcbdd6061d09db72ad2a1d22,5,,,2018-08-04 00:00:00,2018-08-06 23:29:50
677aaf9f1a231a681b4ee59a17ff4a73,865632b4b7bd773e94d482105b596672,5,,,2018-08-22 00:00:00,2018-08-29 18:46:54
7d6499afc459f9db79dbf339e0164286,97352341e218f0089a070b1be89f47bf,5,,,2018-06-20 00:00:00,2018-06-21 00:24:01
3cb733daf0cbc6a4c3bb5f733cddca7f,aa31e416f67318939922854f9af2b087,5,recomendo a todos.otima.,,2018-08-16 00:00:00,2018-08-16 20:41:43
72cc238a6aa8a5af88b0c17ebf469c95,24125310335475b73015f74ec4327c2a,5,chegou antes do prazo de ,muito bom,2018-07-27 00:00:00,2018-08-22 13:38:23
d56d41853973652b669b8c1ef895cd8c,2cbfb1f20f907bcb72718d2aee607df0,5,,,2018-08-07 00:00:00,2018-08-07 23:14:28
d6050b36487220bdaccd334bb5ef4743,38d11c87fc409de31e930084abb0c7a4,5,MUITO BOA AMERICANA ,Ótima rápida na entrega OBRIGADO ,2018-08-25 00:00:00,2018-08-25 22:07:39
d8d62030afbc777000b61bdfc7312939,14a05c02d483800864e5c19a3a7f0ee2,2,Entrega de encomenda,Penso que deveria haver um modo de se comunicar com a empresa caso acontecesse de encomenda não ser entregue ,2018-08-31 00:00:00,2018-08-31 10:22:05
2d2ef3021d5a4856e7774efa91ac1c6d,01405161cfdf60dd80df1f393a2796d5,3,,,2018-08-21 00:00:00,2018-08-21 17:27:42
64b981a30a6dd69cbccbbb0109fd5c6f,adc253f1977c81c2c29dc7b9dd23d538,5,,,2018-07-06 00:00:00,2018-07-09 02:46:17
2c4396eaf37ad89917df567ca6679c8f,3139d2c500d282f1549eb3c6e7723985,5,,,2018-07-27 00:00:00,2018-07-31 20:22:02
e9cd093f959151268d7f57c54c297547,bc439ca267cd182244951ffe206f4feb,5,,,2018-07-29 00:00:00,2018-07-31 14:41:46
678fe12d1503e54f2af9df3595fdb4cb,98c054318dc270816f8357351ffc4449,3,,,2018-06-12 00:00:00,2018-06-14 18:14:22
156e9ca1f645798e0ddf64dfa79566cf,7e8af96fabba7a99d5206b8db4b7b098,3,,"Recebi apenas 1 caixa com 100 unidades, e pedi 2 caixas. ",2018-06-15 00:00:00,2018-06-18 01:14:39
25b6aedb3370e27d5d2e899a98ee7370,d97054c687bd818d4f7b78cda2eb4f01,5,,,2018-07-04 00:00:00,2018-07-05 00:42:10
403fc87c877b6678fe666f0f0d2bbf05,94fca82966c05ba707f4e7dc0c50aa3c,4,,,2018-08-22 00:00:00,2018-08-22 14:33:44
9c8fa795fde24263e0ccbcbc91b8546b,083f267075b03a6cd837f4faa2c7b881,1,Meu produto não chegou,,2018-08-02 00:00:00,2018-08-02 12:19:03
